key_uid,key_descriptor,key_vocabulary,relationship_type,related_uid,related_descriptor,related_vocabulary
18556702,"Albar, Ja'afar, Syed",_People,UF,18556704,Syed Ja'afar Hassan Albar,_People
18556702,"Albar, Ja'afar, Syed",_People,UF,18586522,Tuan Syed Ja'afar Albar‏,_People
18346179,Albert Street,_Geographics,UF,18610372,Thimiri Thidal,_Geographics
18346179,Albert Street,_Geographics,BT,18345037,Bencoolen,_Geographics
18594323,"Albor, Augusto",_People,UF,18594324,Augusto Albor,_People
18594323,"Albor, Augusto",_People,UF,18594327,"Augusto ""Gus"" Besido Albor",_People
18594323,"Albor, Augusto",_People,UF,18594326,Gus Albor,_People
18586672,"Aleem Siddique, Abdul, Maulana",_People,UF,18586673,Maulana Abdul Aleem Siddique,_People
18586672,"Aleem Siddique, Abdul, Maulana",_People,UF,18586674,Maulana Shah Muhammad Abdul Aleem Siddique,_People
18586672,"Aleem Siddique, Abdul, Maulana",_People,UF,18586675,Muhammad Abdul Aleem Siddiqi,_People
18561329,Alexandra Arch,_Geographics,RT,18561323,Henderson Waves,_Geographics
18561329,Alexandra Arch,_Geographics,RT,18533062,Southern Ridges,_Geographics
18561329,Alexandra Arch,_Geographics,RT,18348395,Telok Blangah Hill Park,_Geographics
18348587,Alexandra Canal,_Geographics,na,na,na,na
18534272,Alexandra Estate Secondary School,_Organisations,Successor,18488285,Crescent Girls' School,_Organisations
18592315,Alexandra Fire Station,_GeoBuildings,RT,18592316,Queenstown Neighbourhood Police Centre,_GeoBuildings
18579983,Alexandra Health System,_Organisations,RT,18338823,National Healthcare Group (Singapore),_Organisations
18343733,Alexandra Hill,_Geographics,UF,18596068,Alexandra Hill Sub Zone,_Geographics
18343733,Alexandra Hill,_Geographics,UF,18343735,Alexandra Hill Subzone,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346251,Alexandra Road,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346928,Hoy Fatt Road,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346929,Jalan Bukit Merah,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18663657,Jalan Kilang,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346930,Jalan Kilang Barat,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346931,Jalan Kilang Timor,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346932,Jalan Rumah Tinggi,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346933,Jalan Tiong,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346935,Leng Kee Road,_Geographics
18343733,Alexandra Hill,_Geographics,NT,18346936,Lengkok Bahru,_Geographics
18343733,Alexandra Hill,_Geographics,BT,18343075,Bukit Merah,_Geographics
18598978,Alexandra Hill Primary School,_Organisations,RT,18488124,Gan Eng Seng Primary School,_Organisations
18341988,Alexandra Hospital (Place),_GeoBuildings,UF,18546182,British Military Hospital (Singapore),_GeoBuildings
18547003,Alexandra Hospital (Singapore),_Organisations,UF,18548815,Alexandra Hospital,_Organisations
18547003,Alexandra Hospital (Singapore),_Organisations,BT,18580000,National University Health System,_Organisations
18547003,Alexandra Hospital (Singapore),_Organisations,Predecessor,18550627,British Military Hospital (Singapore),_Organisations
18532537,Alexandra Industrial Estate,_Geographics,na,na,na,na
18343730,Alexandra North,_Geographics,UF,18343731,Alexandra North Sub Zone,_Geographics
18343730,Alexandra North,_Geographics,UF,18343732,Alexandra North Subzone,_Geographics
18343730,Alexandra North,_Geographics,NT,18346251,Alexandra Road,_Geographics
18343730,Alexandra North,_Geographics,NT,18346280,Tanglin Road,_Geographics
18343730,Alexandra North,_Geographics,BT,18343075,Bukit Merah,_Geographics
18537640,Alexandra Primary School,_Organisations,na,na,na,na
18346251,Alexandra Road,_Geographics,BT,18343733,Alexandra Hill,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343730,Alexandra North,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343748,Depot Road (Subzone),_Geographics
18346251,Alexandra Road,_Geographics,BT,18343736,Henderson Hill,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343394,Kent Ridge (Subzone),_Geographics
18346251,Alexandra Road,_Geographics,BT,18343827,Margaret Drive (Subzone),_Geographics
18346251,Alexandra Road,_Geographics,BT,18343387,Mei Chin,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343396,Pasir Panjang 2,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343388,Queensway (Subzone),_Geographics
18346251,Alexandra Road,_Geographics,BT,18343140,Redhill,_Geographics
18346251,Alexandra Road,_Geographics,BT,18343750,Telok Blangah Drive (Subzone),_Geographics
18346251,Alexandra Road,_Geographics,RT,18342576,Princess House,_GeoBuildings
18338594,Alfian Sa’at,_People,na,na,na,na
18560666,"Alfred, Eric R.",_People,UF,18560665,Eric R. Alfred,_People
18560666,"Alfred, Eric R.",_People,UF,18560668,Eric Ronald Alfred,_People
18616064,Alfred Wong Partnership,_Organisations,na,na,na,na
18587824,"Ali Iskandar Shah, Sultan",_People,UF,18587826,Ali Iskandar Shah ibni Hussein Mohammed Shah,_People
18587824,"Ali Iskandar Shah, Sultan",_People,UF,18587825,Sultan Ali Iskandar Shah,_People
18554324,Aliman Hassan,_People,UF,18554326,"Aliman bin Hassan, Haji",_People
18554324,Aliman Hassan,_People,UF,18560450,"Aliman Hassan, 1932-",_People
18554324,Aliman Hassan,_People,UF,18564596,Lela Kencana,_People
18592153,Aliwal Arts Centre,_GeoBuildings,na,na,na,na
18343401,Aljunied,_Geographics,UF,18343781,Aljunied Sub Zone,_Geographics
18343401,Aljunied,_Geographics,UF,18343782,Aljunied Subzone,_Geographics
18343401,Aljunied,_Geographics,NT,18347220,Aljunied Road,_Geographics
18343401,Aljunied,_Geographics,NT,18347062,Cassia Crescent,_Geographics
18343401,Aljunied,_Geographics,NT,18347064,Cassia Link,_Geographics
18343401,Aljunied,_Geographics,NT,18347065,Dakota Crescent,_Geographics
18343401,Aljunied,_Geographics,NT,18347066,Geylang East Avenue 1,_Geographics
18343401,Aljunied,_Geographics,NT,18347067,Geylang East Avenue 2,_Geographics
18343401,Aljunied,_Geographics,NT,18347068,Geylang East Avenue 3,_Geographics
18343401,Aljunied,_Geographics,NT,18347069,Geylang East Central,_Geographics
18343401,Aljunied,_Geographics,NT,18344826,Geylang Road,_Geographics
18343401,Aljunied,_Geographics,NT,18347072,Guillemard Crescent,_Geographics
18343401,Aljunied,_Geographics,NT,18347073,Guillemard Lane,_Geographics
18343401,Aljunied,_Geographics,NT,18347079,Jalan Ayer,_Geographics
18343401,Aljunied,_Geographics,NT,18347080,Jalan Dua,_Geographics
18343401,Aljunied,_Geographics,NT,18347081,Jalan Empat,_Geographics
18343401,Aljunied,_Geographics,NT,18347082,Jalan Enam,_Geographics
18343401,Aljunied,_Geographics,NT,18347084,Jalan Lima,_Geographics
18343401,Aljunied,_Geographics,NT,18347085,Jalan Molek,_Geographics
18343401,Aljunied,_Geographics,NT,18347086,Jalan Satu,_Geographics
18343401,Aljunied,_Geographics,NT,18347087,Jalan Suka,_Geographics
18343401,Aljunied,_Geographics,NT,18347088,Jalan Tiga,_Geographics
18343401,Aljunied,_Geographics,NT,18347127,Lorong 4 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347134,Lorong 6 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347135,Lorong 7 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347136,Lorong 8 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347137,Lorong 9 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347091,Lorong 10 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347092,Lorong 11 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347093,Lorong 12 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347094,Lorong 13 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347095,Lorong 14 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347096,Lorong 15 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347097,Lorong 16 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347098,Lorong 17 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347099,Lorong 18 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347100,Lorong 19 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347104,Lorong 21A Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347102,Lorong 20 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347103,Lorong 21 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347105,Lorong 22 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347106,Lorong 23 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347107,Lorong 24 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347109,Lorong 25 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347111,Lorong 26 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347112,Lorong 27 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347114,Lorong 28 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347115,Lorong 29 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347117,Lorong 30 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347118,Lorong 31 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347119,Lorong 32 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347120,Lorong 33 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347121,Lorong 34 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347122,Lorong 35 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347123,Lorong 36 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347124,Lorong 37 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347125,Lorong 38 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347126,Lorong 39 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347128,Lorong 40 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347129,Lorong 41 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347130,Lorong 42 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347132,Lorong 44 Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347108,Lorong 24A Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347110,Lorong 25A Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347113,Lorong 27A Geylang,_Geographics
18343401,Aljunied,_Geographics,NT,18347138,Lorong Bachok,_Geographics
18343401,Aljunied,_Geographics,NT,18347139,Lorong Tahar,_Geographics
18343401,Aljunied,_Geographics,NT,18344921,Mountbatten Road,_Geographics
18343401,Aljunied,_Geographics,NT,18347140,Old Airport Road,_Geographics
18343401,Aljunied,_Geographics,NT,18347145,Rose Lane,_Geographics
18343401,Aljunied,_Geographics,NT,18348731,Sims Avenue Conservation Area No. 514 to 530,_Geographics
18343401,Aljunied,_Geographics,NT,18344828,Sims Way,_Geographics
18343401,Aljunied,_Geographics,NT,18347151,Talma Road,_Geographics
18343401,Aljunied,_Geographics,BT,18343077,Geylang,_Geographics
18585838,Aljunied Community Centre,_Organisations,Predecessor,18585840,Joo Seng Community Centre,_Organisations
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18577960,Syed Omar Ali Aljunied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18577959,Syed Omar Aljunied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18577961,Syed Omar bin Ali Aljunied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18564064,Syed Sharif Omar Al-Junid,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18563987,Syed Sharif Omar al-Junied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18564063,Syed Sharif Omar Aljunied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18564065,Syed Sharif Omar bin Ali Al Junied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18564075,Syed Sharif Omar bin Ali al-Junied,_People
18564078,"Aljunied, Omar Ali, Syed",_People,UF,18564074,Syed Sharif Omar bin Ali Aljunied,_People
18542884,Aljunied Primary School,_Organisations,RT,18488155,MacPherson Primary School,_Organisations
18347220,Aljunied Road,_Geographics,BT,18343401,Aljunied,_Geographics
18347220,Aljunied Road,_Geographics,BT,18343398,Kallang Way (Subzone),_Geographics
18347220,Aljunied Road,_Geographics,BT,18343399,MacPherson,_Geographics
18577421,"Aljunied, Syed Muhd. Khairudin",_People,UF,18577424,Dr. Khairudin Aljunied,_People
18577421,"Aljunied, Syed Muhd. Khairudin",_People,UF,18577423,Syed Muhd. Khairudin Aljunied,_People
18547533,Aljunied Town Council,_Organisations,na,na,na,na
18348832,Alkaff Bridge,_Geographics,UF,18663730,Alkaff Bridge (Singapore),_Geographics
18532587,Alkaff Gardens,_Geographics,UF,18532588,Alkaff Lake Gardens,_Geographics
18538919,Alkaff Kampung Melayu Mosque,_Organisations,UF,18567210,Alkaff Mosque Kampung Melayu,_Organisations
18538919,Alkaff Kampung Melayu Mosque,_Organisations,UF,18567209,Masjid Alkaff Kampung Melayu,_Organisations
18538919,Alkaff Kampung Melayu Mosque,_Organisations,Predecessor,18603820,Alkaff Mosque,_Organisations
18533580,Alkaff Kampung Melayu Mosque (Place),_GeoBuildings,Predecessor,18533581,Alkaff Mosque (Place),_GeoBuildings
18588716,Alkaff Mansion,_GeoBuildings,RT,18618384,Mount Washington,_Geographics
18603820,Alkaff Mosque,_Organisations,Successor,18538919,Alkaff Kampung Melayu Mosque,_Organisations
18533581,Alkaff Mosque (Place),_GeoBuildings,Successor,18533580,Alkaff Kampung Melayu Mosque (Place),_GeoBuildings
18533582,Alkaff Upper Serangoon Mosque (Place),_GeoBuildings,UF,18577151,Alkaff Mosque (Upper Serangoon),_GeoBuildings
18533582,Alkaff Upper Serangoon Mosque (Place),_GeoBuildings,UF,18577150,Masjid Alkaff Upper Serangoon,_GeoBuildings
18586265,All Saints' Church (Place),_GeoBuildings,na,na,na,na
18347519,Allanbrooke Road,_Geographics,BT,18343187,Sentosa (Subzone),_Geographics
18588787,Allen & Gledhill,_Organisations,na,na,na,na
18560601,"Allen, Christopher Henry Rothwell",_People,UF,18560600,Chris Allen,_People
18560601,"Allen, Christopher Henry Rothwell",_People,UF,18560599,Christopher Allen,_People
18560601,"Allen, Christopher Henry Rothwell",_People,UF,18560598,Christopher Henry Rothwell Allen,_People
18592148,Allenby House,_GeoBuildings,na,na,na,na
18346204,Allenby Road,_Geographics,BT,18343807,Lavender,_Geographics
18346204,Allenby Road,_Geographics,RT,18348700,Petain Road and Tyrwhitt Road Conservation Area,_Geographics
18588938,Allgreen Properties,_Organisations,na,na,na,na
18565850,"Allgrove, Nell",_People,UF,18565859,Ellen Mavis Allgrove,_People
18565850,"Allgrove, Nell",_People,UF,18565860,Ellen Mavis Hannah,_People
18565850,"Allgrove, Nell",_People,UF,18565851,Nell Allgrove,_People
18588862,Alliance Française de Singapour,_Organisations,na,na,na,na
18533442,Alliance Party Singapura,_Organisations,UF,18533443,APS,_Organisations
18533442,Alliance Party Singapura,_Organisations,Predecessor,18533436,Singapore Alliance,_Organisations
18620063,Allied Chocolate Industries,_Organisations,Successor,18620061,Sunshine Allied Investments,_Organisations
18620063,Allied Chocolate Industries,_Organisations,Predecessor,18620062,Sheng Huo Enterprise,_Organisations
18555145,"Almenoar, Esa, Syed",_People,UF,18555148,Syed Esa Almenoar,_People
18344612,Alnwick Road,_Geographics,BT,18343644,Serangoon Garden,_Geographics
18605517,Alpha Gallery (Singapore),_Organisations,na,na,na,na
18532899,"Alsagoff, Ali Redha, Syed",_People,UF,18604115,Syed Ali Redha Alsagoff,_People
18560628,"Alsagoff, Ibrahim Omar, Syed",_People,UF,18560631,S. I. O. Alsagoff,_People
18560628,"Alsagoff, Ibrahim Omar, Syed",_People,UF,18560629,Sayyid Ibrahim Omar al-Sagoff,_People
18560628,"Alsagoff, Ibrahim Omar, Syed",_People,UF,18560626,Syed Ibrahim bin Omar Alsagoff,_People
18560628,"Alsagoff, Ibrahim Omar, Syed",_People,UF,18560630,Syed Ibrahim Umar Alsagoff,_People
18557018,"Alsagoff, Mohamed Ahmed, Syed",_People,UF,18557019,Syed Mohamed Ahmed Alsagoff,_People
18557018,"Alsagoff, Mohamed Ahmed, Syed",_People,UF,18557020,Syed Mohamed bin Ahmed Alsagoff,_People
18557012,"Alsagoff, Omar Mohamed, Syed",_People,UF,18557017,Sayyid 'Umar ibn Muhammad al-Saqqaf,_People
18557012,"Alsagoff, Omar Mohamed, Syed",_People,UF,18557016,Sayyid 'Umar ibn Muhammad Alsaggoff,_People
18557012,"Alsagoff, Omar Mohamed, Syed",_People,UF,18557015,Syed Omar bin Mohamed Alsagoff,_People
18557012,"Alsagoff, Omar Mohamed, Syed",_People,UF,18557013,Syed Omar Mohamed Alsagoff,_People
18338316,"Alsagoff, Syed Abdulrahman Taha",_People,UF,18563968,Engku Aman,_People
18338316,"Alsagoff, Syed Abdulrahman Taha",_People,UF,18563976,Syed Abdulrahman bin Taha Alsagoff,_People
18338316,"Alsagoff, Syed Abdulrahman Taha",_People,UF,18563965,Syed Abdulrahman Taha Alsagoff,_People
18591628,Alternative Music House (Musical group),_Organisations,UF,18591630,Ling lei yin yue ren (Musical group),_Organisations
18598295,Alumni Association of King Edward VII College of Medicine,_Organisations,UF,18598296,"Alumni Association, King Edward VII College of Medicine (Singapore)",_Organisations
18598295,Alumni Association of King Edward VII College of Medicine,_Organisations,Successor,18598298,"Alumni Association of King Edward VII College of Medicine and Faculty of Medicine, University of Malaya",_Organisations
18598295,Alumni Association of King Edward VII College of Medicine,_Organisations,Predecessor,18598297,Singapore Medical College Graduates’ Association,_Organisations
18598298,"Alumni Association of King Edward VII College of Medicine and Faculty of Medicine, University of Malaya",_Organisations,UF,18598301,"The Alumni Association of King Edward VII College of Medicine and the Faculty of Medicine, University of Malaya",_Organisations
18598298,"Alumni Association of King Edward VII College of Medicine and Faculty of Medicine, University of Malaya",_Organisations,Successor,18598299,"Alumni Association of the King Edward VII College of Medicine and the Faculties of Medicine, Universities of Malaya and Singapore",_Organisations
18598298,"Alumni Association of King Edward VII College of Medicine and Faculty of Medicine, University of Malaya",_Organisations,Predecessor,18598295,Alumni Association of King Edward VII College of Medicine,_Organisations
18598299,"Alumni Association of the King Edward VII College of Medicine and the Faculties of Medicine, Universities of Malaya and Singapore",_Organisations,Predecessor,18598298,"Alumni Association of King Edward VII College of Medicine and Faculty of Medicine, University of Malaya",_Organisations
18577760,Alumni International Singapore,_Organisations,na,na,na,na
18619707,Alumni of Chung Cheng High School,_Organisations,UF,18619708,Zhong zheng zhong xue xiao you xie hui,_Organisations
18619707,Alumni of Chung Cheng High School,_Organisations,RT,18488278,Chung Cheng High School (Main),_Organisations
18543745,"Alvarado, Nunelucio",_People,UF,18600791,Nunelucio Alvarado,_People
18658266,Alzheimer's Disease Association,_Organisations,na,na,na,na
18346557,Ama Keng Road,_Geographics,BT,18343129,Western Water Catchment,_Geographics
18533668,Ama Keng School,_Organisations,RT,18488199,South View Primary School,_Organisations
18545914,Amadeus Choral Society,_Organisations,na,na,na,na
18621238,Amalgamated Union of Public Daily Rated Workers,_Organisations,na,na,na,na
18545848,Amalgamated Union of Public Employees (Singapore),_Organisations,UF,18548457,Amalgamated Union of Public Employees,_Organisations
18545848,Amalgamated Union of Public Employees (Singapore),_Organisations,UF,18546212,AUPE,_Organisations
